dataset,model,ablation,seed,macro_f1,mcc,balanced_accuracy,macro_pr_auc,brier_score,ece,latency_ms_per_sample,model_only_latency_ms_per_sample,end_to_end_latency_ms_per_sample,latency_repeats,latency_batch_size,probability_calibration_size,conformal_calibration_size,conformal_coverage,average_set_size,singleton_rate,benign_coverage,benign_average_set_size,benign_singleton_rate,attack_coverage,attack_average_set_size,attack_singleton_rate
cic_iot_diad_2024_raw_proportion,logistic_regression,full,53,0.4963926871647655,0.0,0.5,0.9980828727557839,0.02438603415360129,0.0007941783888412713,0.0030352384523802205,7.069025128998478e-05,0.0030352384523802205,3,79995,31998,31998,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
cic_iot_diad_2024_raw_proportion,logistic_regression,risk_aware_full_b0.05_a0.005,53,0.4963926871647655,0.0,0.5,0.9980828727557839,0.02438603415360129,0.0007941783888412713,0.002931394878810817,7.301998002259864e-05,0.002931394878810817,3,79995,31998,31998,0.9993249578098631,1.1136696043502718,0.8863303956497282,0.9528795811518325,1.9528795811518325,0.04712041884816754,1.0,1.1014724346535785,0.8985275653464216
cic_iot_diad_2024_raw_proportion,logistic_regression,platt_full,53,0.5587563845518793,0.15930127106656963,0.5369625413649352,0.9992516273758788,0.025257008801998087,0.006132524297253615,0.0030635177197849243,7.375002587334222e-05,0.0030635177197849243,3,79995,31998,31998,0.9897993624601538,1.5372585786611663,0.46274142133883367,0.9965095986038395,1.780977312390925,0.21902268760907503,0.9897018351532676,1.53371634389783,0.46628365610217
cic_iot_diad_2024_raw_proportion,logistic_regression,risk_aware_platt_full_b0.05_a0.005,53,0.5587563845518793,0.15930127106656963,0.5369625413649352,0.9992516273758788,0.025257008801998087,0.006132524297253615,0.0030649315587285074,7.16819802147909e-05,0.0030649315587285074,3,79995,31998,31998,0.9939746234139634,1.1041440090005625,0.8958559909994375,0.9511343804537522,1.7966841186736475,0.20331588132635253,0.9945972681961724,1.094078555213129,0.9059214447868711
cic_iot_diad_2024_raw_proportion,random_forest,full,53,0.767448596399344,0.5351251903180587,0.7751559429087037,0.9957372645624005,0.017013619997289064,0.0012439271063205966,0.0051006979604561195,0.0019500527115590368,0.0051006979604561195,3,79995,31998,31998,0.9907494218388649,1.9810238139883742,0.018976186011625727,1.0,1.3211169284467714,0.6788830715532286,0.9906149729229287,1.9906149729229285,0.009385027077071364
cic_iot_diad_2024_raw_proportion,random_forest,risk_aware_full_b0.05_a0.005,53,0.767448596399344,0.5351251903180587,0.7751559429087037,0.9957372645624005,0.017013619997289064,0.0012439271063205966,0.005032118258289832,0.001975585557258827,0.005032118258289832,3,79995,31998,31998,0.9965872867054191,1.9916869804362773,0.008313019563722733,1.0,1.6579406631762652,0.34205933682373474,0.996537685956702,1.9965376859567021,0.003462314043297949
cic_iot_diad_2024_raw_proportion,random_forest,platt_full,53,0.7095426266394277,0.44552135499465806,0.6583605458614348,0.9995553418143417,0.01701042875295816,0.002010981783513811,0.005324259432675008,0.0018917953202476374,0.005324259432675008,3,79995,31998,31998,0.9902743921495093,1.049240577536096,0.950759422463904,0.993891797556719,1.3019197207678883,0.6980802792321117,0.9902218163832135,1.0455681111998885,0.9544318888001116
cic_iot_diad_2024_raw_proportion,random_forest,risk_aware_platt_full_b0.05_a0.005,53,0.7095426266394277,0.44552135499465806,0.6583605458614348,0.9995553418143417,0.01701042875295816,0.002010981783513811,0.005231313624064164,0.0020391645309423847,0.005231313624064164,3,79995,31998,31998,0.9946871679479967,1.0322020126257891,0.9677979873742109,0.9476439790575916,1.4912739965095987,0.5087260034904014,0.9953708988065797,1.0255298101434387,0.9744701898565613
cic_iot_diad_2024_raw_proportion,xgboost,full,53,0.4963926871647655,0.0,0.5,0.9997134550837026,0.018384927183854663,0.0007939173406856921,0.004251969081351825,0.0010675217205068331,0.004251969081351825,3,79995,31998,31998,0.9999874992187011,1.0711794487155448,0.9288205512844553,0.9991273996509599,1.9991273996509598,0.0008726003490401396,1.0,1.0576925515859428,0.9423074484140572
cic_iot_diad_2024_raw_proportion,xgboost,risk_aware_full_b0.05_a0.005,53,0.4963926871647655,0.0,0.5,0.9997134550837026,0.018384927183854663,0.0007939173406856921,0.0043188657629149516,0.0010119540802602778,0.0043188657629149516,3,79995,31998,31998,0.9996249765610351,1.0438527407962999,0.9561472592037003,0.9738219895287958,1.9738219895287958,0.02617801047120419,1.0,1.030336465903182,0.9696635340968179
